{1, 0.9418793835059156 + 0.*I, 1.8986509462236458*^-6 + 0.*I}
{2, 0.9441561995712241 + 0.*I, 0.00002689028333954933 + 0.*I}
{3, 0.9461098722369713 + 0.*I, 0.0001218277311949866 + 0.*I}
{4, 0.9480646003630375 + 0.*I, 0.00034226089635447783 + 0.*I}
{5, 0.9500166979192515 + 0.*I, 0.0007355090809388987 + 0.*I}
{6, 0.9519617881755984 + 0.*I, 0.0013301091079367276 + 0.*I}
{7, 0.9538161652033381 + 0.*I, 0.0021329565408752106 + 0.*I}
{8, 0.9555724963149217 + 0.*I, 0.003132266445449954 + 0.*I}
{9, 0.9571976671275582 + 0.*I, 0.00430334389100008 + 0.*I}
{10, 0.9586827591108323, 0.005614654433068296}
{11, 0.9600345070570707, 0.007032783702080216}
{12, 0.9612430892601784, 0.008525833850179873}
{13, 0.96232596194969, 0.010065368665971675}
{14, 0.9632981450445992, 0.011627271261117676}
{15, 0.964165731144023, 0.01319186357141902}
{16, 0.9649360408810884, 0.014743616117106357}
{17, 0.9656267948926345, 0.01627064478656332}
{18, 0.9662410882957015, 0.017764147878195354}
{19, 0.9667934715589722, 0.01921785187371547}
{20, 0.9672887071909434, 0.02062750999541509}
{21, 0.9677336044617996, 0.021990473396112018}
{22, 0.9681318701801237, 0.023305330838228253}
{23, 0.968493042987042, 0.024571614151357776}
{24, 0.9688199378653657, 0.025789561377395243}
{25, 0.9691162432842108, 0.02695993227093456}
{26, 0.9693854300478758, 0.028083860764645696}
{27, 0.9696305267196759, 0.029162741173880517}
{28, 0.9698541787952836, 0.030198140418500254}
{29, 0.9700566242914017, 0.031191730974771483}
{30, 0.9702440720589285, 0.03214523990119079}
{31, 0.9704161947679065, 0.033060411118125875}
{32, 0.9705745564688707, 0.03393897761693687}
{33, 0.9707205346909484, 0.03478264111514769}
{34, 0.9708553458423362, 0.035593057633349454}
{35, 0.9709800662159929, 0.03637182761294129}
{36, 0.9710956490631364, 0.03712048949544755}
{37, 0.9712029417821227, 0.03784051592265989}
{38, 0.9713026987717273, 0.038533311905450514}
{39, 0.9713955925828313, 0.039200214455627144}
{40, 0.9714822241513937, 0.03984249329037143}
{41, 0.9715631321358386, 0.04046135230831779}
{42, 0.971638799421664, 0.0410579316068557}
{43, 0.9717096606012008, 0.041633309863819266}
{44, 0.9717747146921648, 0.04218850694462644}
{45, 0.9718371103587241, 0.042724486615897894}
{46, 0.9718957624342806, 0.043242159371011946}
{47, 0.9719509596175165, 0.04374238523346688}
{48, 0.9720029642091665, 0.044225976502900465}
{49, 0.9720520146377573, 0.04469370042931481}
{50, 0.9720983264780103, 0.045146281794832224}
{51, 0.9721420980107461, 0.04558440538892378}
{52, 0.9721835091477435, 0.04600871837009606}
{53, 0.9722227245569639, 0.0464198325088681}
{54, 0.9722598952288957, 0.04681832631128746}
{55, 0.9722951588678379, 0.04720474702408919}
{56, 0.9723286426962419, 0.04757961252336187}
{57, 0.9723604630273636, 0.04794341309115022}
{58, 0.9723907274524156, 0.04829661308360055}
{59, 0.972419535108667, 0.0486396524960451}
{60, 0.9724469768090942, 0.04897294842992987}
{61, 0.9724731366454743, 0.04929689646662596}
{62, 0.9724980929732007, 0.04961187195364036}
{63, 0.9725219177676662, 0.049918231208457495}
{64, 0.9725446779273353, 0.050216312644698724}
{65, 0.9725664357116431, 0.05050643782569248}
{66, 0.9725872484909026, 0.05078891245015612}
{67, 0.9726071698116528, 0.05106402727410469}
{68, 0.9726262495882975, 0.051332058973512194}
{69, 0.9726445342331973, 0.05159327095148028}
{70, 0.9726620671429493, 0.0518479140935922}
{71, 0.9726788888138584, 0.05209622747520487}
{72, 0.9726950369824324, 0.05233843902358153}
{73, 0.9727105466914867, 0.05257476613817819}
{74, 0.9727254511513412, 0.05280541627179947}
{75, 0.97273978129081, 0.05303058747533703}
{76, 0.9727535663224166, 0.05325046890856131}
{77, 0.9727668328494622, 0.053465241319365545}
{78, 0.9727796074350052, 0.05367507749314141}
{79, 0.9727919131328736, 0.053880142675204565}
{80, 0.9728037732025318, 0.05408059496688993}
{81, 0.972815207614207, 0.054276585698332894}
{82, 0.9728262375683425, 0.054468259778300415}
{83, 0.9728368818687818, 0.05465575602372535}
{84, 0.972847157225763, 0.05483920746935989}
{85, 0.9728570818210812, 0.055018741659292256}
{86, 0.9728666701471131, 0.05519448092168387}
{87, 0.9728759383787078, 0.05536654262723201}
{88, 0.9728848990686211, 0.055535039433172936}
{89, 0.9728935666095628, 0.055700079512987034}
{90, 0.972901953693959, 0.05586176677333314}
{91, 0.9729100724417128, 0.05602020105868844}
{92, 0.9729179333608297, 0.05617547834464386}
{93, 0.9729255473971495, 0.05632769092033432}
{94, 0.9729329257443816, 0.05647692756101474}
{95, 0.972940076373209, 0.05662327369110267}
{96, 0.9729461289282656, 0.056766811538382055}
{97, 0.9729528553173878, 0.05690762027945697}
{98, 0.9729593817150397, 0.05704577617861761}
{99, 0.9729657149631392, 0.05718135271868091}
{100, 0.97297186245833, 0.05731442072483846}